Symbol,Date,Signal,RSI14,BreakoutStrength,ConfirmationScore
MSUMI,2026-09-17,False,38.05541985692655,-0.11135748807026036,0
MUTHOOTFIN,2026-09-17,False,38.13535287809642,-0.14671185856403046,0
NAM-INDIA,2026-09-17,False,36.42684707699007,-0.11855061047656557,0
NATCOPHARM,2026-09-17,False,30.89183175597408,-0.10671397379912662,0
NATIONALUM,2026-09-17,False,40.3087610392635,-0.12172836492091055,0
NAUKRI,2026-09-17,False,44.274027251058946,-0.08999350966336572,0
NAVA,2026-09-17,False,41.93557058979374,-0.06787184033270399,0
NAVINFLUOR,2026-09-17,False,44.90427699078399,-0.08151293368344603,0
NBCC,2026-09-17,False,31.051216623675444,-0.0924862181942766,0
NCC,2026-09-17,False,35.80843181604003,-0.11867928268815708,0
NESTLEIND,2026-09-17,False,34.73507915608607,-0.09519413031029611,0
NETWEB,2026-09-17,False,37.36809298735975,-0.21236882848787197,0
NEULANDLAB,2026-09-17,False,50.14031250774617,-0.06439628482972137,1
NEWGEN,2026-09-17,False,36.417395242110835,-0.150026082221421,0
NH,2026-09-17,False,46.8860528649094,-0.04154698451699357,0
NHPC,2026-09-17,False,39.657712421579916,-0.03453591555379765,1
NIACL,2026-09-17,False,52.58229828151399,-0.18775763357698327,2
NIVABUPA,2026-09-17,False,38.61710544341415,-0.05474409999372143,1
NLCINDIA,2026-09-17,False,38.25724562711142,-0.07084662013753773,1
NMDC,2026-09-17,False,37.59191599646414,-0.09315371003933293,0
NSLNISP,2026-09-17,False,42.01533598375378,-0.15708505863436617,0
NTPC,2026-09-17,False,40.8768541512984,-0.04311222405935078,0
NTPCGREEN,2026-09-17,False,39.135980835892305,-0.0668087026639147,0
NUVAMA,2026-09-17,False,40.74006468615175,-0.11371395410671803,0
NUVOCO,2026-09-17,False,41.862695405934645,-0.10090188563889857,0
NYKAA,2026-09-17,False,41.05036552783623,-0.07380915089102946,1
OBEROIRLTY,2026-09-17,False,40.17715434928151,-0.09938953476989099,1
OFSS,2026-09-17,False,46.59900250940143,-0.07336523125996808,0
OIL,2026-09-17,False,47.8001349064142,-0.07201869458919707,0
OLAELEC,2026-09-17,False,42.02039893054251,-0.129230747561483,0
OLECTRA,2026-09-17,False,31.275657750071417,-0.13390773049305948,0
ONESOURCE,2026-09-17,False,52.329130495775956,-0.04675716440422317,1
ONGC,2026-09-17,False,42.88236397985211,-0.04412736808985385,1
PAGEIND,2026-09-17,False,39.67353625303312,-0.041598248494800205,0
PATANJALI,2026-09-17,False,54.67051643945693,-0.03524763719267188,2
PAYTM,2026-09-17,False,61.19506382615354,-0.04985179196981948,1
PCBL,2026-09-17,False,54.557602191470124,-0.04797689625293533,1
PERSISTENT,2026-09-17,False,47.22045823944121,-0.0739424703891709,0
PETRONET,2026-09-17,False,45.8297414416877,-0.05705254008071625,0
PFC,2026-09-17,False,33.744889661892856,-0.0803785481362107,0
PFIZER,2026-09-17,False,18.08735402882938,-0.20182901613754967,0
PGEL,2026-09-17,False,32.55095407478946,-0.13744506264184064,0
PGHH,2026-09-17,False,28.495875789932683,-0.08848180076628354,0
PHOENIXLTD,2026-09-17,False,43.183506543452104,-0.05012686394121002,0
PIDILITIND,2026-09-17,False,38.742278738239804,-0.08070151988646024,0
PIIND,2026-09-17,False,35.145752705141575,-0.0904790065050266,0
PNB,2026-09-17,False,53.74659335161693,-0.02208226101690025,2
PNBHOUSING,2026-09-17,False,39.539252685218166,-0.08914568716467186,1
POLICYBZR,2026-09-17,False,48.82354391921409,-0.058666666666666645,1
POLYCAB,2026-09-17,False,33.4959513672441,-0.13091582848067762,0
POLYMED,2026-09-17,False,47.13926699841241,-0.0782023944177207,0
POONAWALLA,2026-09-17,False,29.75651808908235,-0.14466405574512098,0
POWERGRID,2026-09-17,False,41.027027958348754,-0.04421095005380249,0
POWERINDIA,2026-09-17,False,42.586980244278124,-0.11025641025641031,1
PPLPHARMA,2026-09-17,False,45.74245863026237,-0.11736294063513086,0
PRAJIND,2026-09-17,False,38.58391829682552,-0.1278877866321092,0
PREMIERENE,2026-09-17,False,23.348159358212015,-0.17941068634270685,0
